ID#Name
100000#Gold Mask
100100#Silver Coronet
100200#Assassin's Mask
100300#Leather Cap
100400#Chain Helmet
100500#Mirdan Helmet
100600#Plate Helmet
100700#Fluted Helmet
100800#Brushwood Helmet
100900#Dark Silver Helmet
100999#White Knight Set/Head (for Gold Run)
101000#Gloom Helmet
101100#Ancient King's Mask
101400#Venerable Sage's Hood
101700#No Equipment
101800#Official's Cap
101900#Dull Gold Helmet
102000#Binded Hood
102100#Three-Cornered Hat
180000#Monk's Head Wrappings
190000#Roaming Wizard
190100#Roaming Hunter
190200#Roaming Cleric
190300#Roaming Warrior
200000#Shaman's Clothes
200100#Wizard's Clothes
200200#Black Leather
200300#Leather Armor
200400#Chain Mail
200500#Mirdan Scale Mail
200600#Coat of Plate
200700#Fluted Armor
200800#Brushwood Armor
200900#Dark Silver Armor
200999#White Knight Set/Body (Gold Run)
201000#Gloom Armor
201100#Ancient King's Breastplate
201200#Saint's Robe
201400#Venerable Sage's Robe
201700#No Equipment
201800#Rogue's Clothes
201900#Dull Gold Armor
202000#Binded Cross
202100#Old Ragged Robes
290000#Roaming Wizard
290100#Roaming Hunter
290200#Roaming Cleric
290300#Roaming Warrior
300000#Shaman's Armbands
300100#Wizard's Gloves
300200#Black Gloves
300300#Leather Gloves
300400#Chain Gloves
300500#Mirdan Gauntlets
300600#Plate Gauntlets
300700#Fluted Gauntlets
300800#Brushwood Gauntlets
300900#Dark Silver Gauntlets
300999#White Knight Set/Arms (Gold Run)
301000#Gloom Gauntlets
301100#Ancient King's Gauntlets
301200#Saint's Gloves
301400#Venerable Sage's Gloves
301500#No Equipment
301700#Silver Bracelets
301800#Rogue's Gloves
301900#Dull Gold Gauntlets
302000#Binded Gloves
302100#Old Ragged Gloves
390000#Roaming Wizard
390100#Roaming Hunter
390200#Roaming Cleric
390300#Roaming Warrior
400000#Shaman's Tabi
400100#Wizard's Shoes
400200#Black Boots
400300#Leather Boots
400400#Hard Leather Boots
400500#Mirdan Leggings
400600#Plate Leggings
400700#Fluted Leggings
400800#Brushwood Leggings
400900#Dark Silver Leggings
400999#White Knight Set/Leg (Gold Run)
401000#Gloom Leggings
401100#Ancient King's Leggings
401200#Saint's Boots
401400#Venerable Sage's Boots
401500#No Equipment
401800#Rogue's Boots
401900#Dull Gold Leggings
402000#Binded Boots
402100#Old Ragged Boots
490000#Roaming Wizard
490100#Roaming Hunter
490200#Roaming Cleric
490300#Roaming Warrior
500000#Shaved
500100#Buzzcut
500200#Spiked
500300#Bowl
500400#Swept Back
500500#Parted Center
500600#無造作
500700#Wavy
500800#Wild
500900#Ponytail
501000#Shaved
501100#Buzzcut
501200#Short Wavy
501300#Long Wavy
501400#Short
501500#Long
501600#Triple
501700#Wild
501800#Ponytail
501900#Chignon
590000#Wandering Hair [System]
